Name,A2A,ABITARE IN,ACEA,ACEGAS-APS DEAD,ACQUA MARCIA DEAD,ACQUAZZURRA,ACQUE POTABILI DEAD,ACQUEDOTTO DE FERRARI DEAD,ACQUEDOTTO DE FERRARI RNC,ACSM-AGAM,AEDES,AEDES RNC DEAD,AEFFE,AEROP GUGL MARCO,AEROPORTI DI ROMA DEAD,AEROPORTO DI FIRENZE DEAD,AGATOS,AGRONOMIA DEAD,AICON DEAD,AION RENEWABLES DEAD,AIR DOLOMITI DEAD,ALA,ALBA DEAD,ALERION CLEAN POWER,ALFIO BARDOLLA TRAINING GROUP,ALGOL DEAD,ALGOWATT,ALITALIA DEAD,ALKEMY,ALLEANZA DEAD,ALLEANZA RNC DEAD,ALLIANZ SUBALPINA DEAD,ALMAWAVE,AMBIENTHESIS,AMBROMOBILIARE,AMGA DEAD,AMM DEAD,AMPLIFON,ANIMA DEAD,ANIMA HOLDING,ANSALDO STS DEAD,ANSALDO TRASPORTI DEAD,ANTARES VISION,ANTICHI PELLETTIERI DEAD,APULIA PRONTOPRESTITO DEAD,AQUAFIL,ARCHIMEDE DEAD,ARENA,ARNOLDO MONDADORI EDI.,ARQUATI DEAD,ARTERRA BIOSCIENCE,AS ROMA,ASCOPIAVE,ASKOLL EVA,ASM DEAD,ASSICURAZIONI GENERALI,ASSITALIA DEAD,ASSITECA,ASTALDI DEAD,ASTM DEAD,ATLANTIA,ATON GREEN STORAGE,ATTIVITA IMMOB. DEAD,AUTOGRILL,AUTOSTRADE MERIDIONALI,AVIO,AXELERO DEAD,AZIENDA BRESCIANA PETROLI NOCIVELLI,AZIMUT HOLDING,B F,B&C SPEAKERS,BANCA ANTONVENETA DEAD,BANCA CARIGE,BANCA CARIGE RSP SUSP,BANCA CR FIRENZE DEAD,BANCA FIDEURAM DEAD,BANCA FINNAT EURAMERICA,BANCA FINNAT RNC DEAD,BANCA GENERALI,BANCA IFIS,BANCA INTERMOBILIARE,BANCA ITALEASE DEAD,BANCA LOMBARDA 1/1/99 DEAD,BANCA LOMBARDA DEAD,BANCA MEDIOLANUM,BANCA MONTE DEI PASCHI,BANCA NAZ.LAVORO DEAD,BANCA NAZ.LAVORO RNC,BANCA POPOLARE CREMONA DEAD,BANCA POPOLARE DI MILANO DEAD,BANCA POPOLARE INTRA DEAD,BANCA POPOLARE ITALIANA DEAD,BANCA PPO.DI SONDRIO,BANCA PPO.DI SPOLETO DEAD,BANCA PPO.ETRURIA LAZIO DEAD,BANCA PROFILO,BANCA SISTEMA,BANCHE POPOLARI UNITE 01/01/2004,BANCHE POPOLARI UNITE 01/01/2005,BANCO BPM,BASE HOLDING PRIV DEAD,BASICNET,BASSETTI DEAD,BASTOGI,BCA.AGRICOLA MANTOVANA DEAD,BCA.LEGNANO DEAD,BCA.PICCOLO CDT.VALTELL DEAD,BCA.PPO.ADRIATICO DEAD,BCA.PPO.BERGAMO DEAD,BCA.PPO.BGMO.CDT.VRSO. 01 01 01,BCA.PPO.COML.E INDUA.1.1 DEAD,BCA.PPO.COML.INDR. DEAD,BCA.PPO.COML.INDR.1/1/99 DEAD,BCA.PPO.COML.INDR.1/7/99 DEAD,BCA.PPO.CREMA DEAD,BCA.PPO.CREMONA DEAD,BCA.PPO.DI NOVARA DEAD,BCA.PPO.EMILIA 00 DEAD,BCA.PPO.LUINO E VARESE DEAD,BCA.PPO.SIRACUSA DEAD,BCA.PROV.NAPOLI DEAD,BCA.SAN PAOLO BRESCIA DEAD,BCA.TOSCANA DEAD,BEE TEAM,BEGHELLI,BENETTON DEAD,BENI STABILI DEAD,BEST UNION DEAD,BFC MEDIA,BFF BANK,BIALETTI INDUSTRIE,BIANCAMANO SUSP,BIESSE,BINDA DEAD,BIODUE DEAD,BIOERA,BIOSEARCH ITALIA DEAD,BIPIELLE INVESTIMENTI DEAD,BNA DEAD,BNA PV DEAD,BNA RNC DEAD,BNC.DI DESIO E BRZA.RSP,BNC.DI DESIO E DELB.,BNC.NAPOLI DEAD,BNC.NAPOLI RNC DEAD,BOERO BARTOLOMEO DEAD,BOLZONI DEAD,BOMI ITALIA DEAD,BONAPARTE 1/1/99 DEAD,BONAPARTE DEAD,BONAPARTE RNC DEAD,BONIFICHE FERRARESI DEAD,BORGOSESIA,BORGOSESIA RSP DEAD,BOUTY HEALTHCARE DEAD,BPER BANCA,BRIDGE MANAGEMENT DEAD,BRIOSCHI SVILUPPO IMMBL,BRUNELLO CUCINELLI,BUFFETTI DEAD,BULGARI DEAD,BUONGIORNO DEAD,BURGO (CARTIERE) DEAD,BURGO (CARTIERE) PV DEAD,BURGO (CARTIERE) RNC DEAD,BUZZI UNICEM,BUZZI UNICEM DEAD,BUZZI UNICEM RNC DEAD,BUZZI UNICEM RSP DEAD,CAD IT DEAD,CAFFARO DEAD,CAFFARO RP DEAD,CAIRO COMMUNICATION,CALCEMENTO DEAD,CALEFFI,CALEIDO GROUP DEAD,CALP DEAD,CALTAGIRONE,CALTAGIRONE EDITORE,CALTAGIRONE RNC DEAD,CAM-FIN DEAD,CAPITAL FOR PROGRESS 1 DEAD,CAPITAL FOR PROGRESS 2 DEAD,CAPITALIA DEAD MERGED 929395,CARBOTRADE DEAD,CAREL,CARRARO DEAD,CASASOLD,CASTA DIVA GROUP,CASTELGARDEN DEAD,CATTOLICA ASSICURAZIONI,CDC DEAD,CDR ADVANCE CAPITAL SUSP,CDT.ARTG.GOD.01/01/2001 DEAD,CDT.FONDIARIO DEAD,CELLULARLINE,CEMBRE,CEMENT.BARLETTA DEAD,CEMENT.BARLETTA RNC DEAD,CEMENTIR HOLDING,CENTRALE DEL LATTE D'ITALIA,CENTRO HL DISTRIBUZIONE SUSP,CERVED GROUP,CIA,CICCOLELLA DEAD,CIGA DEAD,CIGA RNC DEAD,CIR CIE.INDI.RIUN. DEAD,CIR RNC 1/1/97 DEAD,CIR RNC 1/1/98 DEAD,CIR RNC DEAD,CIRCLE,CIRIO FINANZIARIA DEAD,CIT DEAD,CLABO,CLASS EDITORI,CLEANBNB,CNH INDUSTRIAL,COBRA AUTOMOTIVE TECHS. DEAD,COFIDE RNC DEAD,COGEME SLNI.&.TGA. DEAD,COIMA RES,COMAL,COMAU,COMER INDUSTRIES,COMIT DEAD,COMIT RNC DEAD,COMPAGNIA ASSICURAZIONE MILANO,COMPAGNIA DEI CARAIBI,COMPAGNIE INDUSTRIALI RIUNITE SHS,COMPART GE00 DEAD,CONAFI,CONFINVEST F L,CONVERGENZE,COPERNICO,COSE BELLE D ITALIA DEAD,COSTAMP GROUP,COVER 50,CREDITO ARTIGIANO 01/01/2005,CREDITO ARTIGIANO 01/01/2008,CREDITO ARTIGIANO DEAD,CREDITO BERGAMASCO DEAD,CREDITO EMILIANO,CREDITO EMILIANO 1/1/99 DEAD,CREMONINI DEAD,CROWDFUNDME,CSP INTERNATIONAL,CTO DEAD,CULTI MILANO,CY4GATE SPA,CYBEROO,DADA DEAD,DALMINE DEAD,DAMIANI DEAD,DANIELI,DANIELI &.C RSP,DATALOGIC,DATAMAT DEAD,DAVIDE CAMPARI MILANO,DBA GROUP SPA AZ,DE LONGHI,DEA CAPITAL,DELCLIMA DEAD,DEROMA DEAD,DHH,DIASORIN,DIGITAL BROS,DIGITAL MAGICS,DIGITAL VALUE,DIGITAL360,DIGITOUCH,DOVALUE,DOXEE SPA,DUCATI MOTOR HOLDING DEAD,ECOSUNTEK,EDILIZIACROBATICA,EDISON DEAD,EDISON DEAD,EDISON RSP,EDITORIALE OLIMPIA DEAD,EEMS ITALIA,EI TOWERS DEAD,EL EN,EL.EN. SPA,ELES SEMICONDUCTOR,ELETTRA INVESTIMENTI DEAD,ELICA,EMAK,ENAV,ENEL,ENEL GREEN POWER DEAD,ENERGICA MOTOR COMPANY,ENERGY LAB DEAD,ENERTRONICA,ENERVIT,ENGR.INGEGNERIA INFORMA DEAD,ENI,ENIA DEAD,EPRICE,EPS EQUITA PEP SPAC 2 DEAD,EQUITA GROUP,ERG,ERG RENEW DEAD,ERGO PREVIDENZA DEAD,ERGYCAPITAL DEAD,ERICSSON DEAD,ESAOTE BIOMEDICA DEAD,ESAUTOMOTION,ESI,ESPRINET,EUKEDOS,EURO COSMETIC,EUROTECH,EUTELIA DEAD,EVEREL GROUP DEAD,EVISO,EXOR ORD,EXOR RSP DEAD,EXPERT AI S P A,EXPRIVIA,FABILIA GROUP,FALCK DEAD,FALCK RENEWABLES,FALCK RP DEAD,FARMAE SPA,FASTWEB DEAD,FENIX ENTERTAINMENT,FERRARI (MIL),FERRETTI DEAD,FERVI,FIAR DEAD,FIAT INDUSTRIAL DEAD,FIAT INDUSTRIAL RSP DEAD,FIAT RSP DEAD,FIDIA,FIERA MILANO,FILA,FIN PARTE 00 EX PV DEAD,FIN PARTE 00 EX RISP DEAD,FIN PARTE DEAD,FINARTE-SEMENZATO CASA D'ASTE,FINCANTIERI,FINE FOODS & PHARMACEUTICALS NTM,FINECO DEAD,FINECOBANK SPA,FINLOGIC,FINMATICA DEAD,FINMECCANICA RNC DEAD,FINTEL ENERGIA GROUP DEAD,FIRST CAPITAL,FMR ART 'E' DEAD,FNM,FOPE,FOS,FRANCHI UMBERTO MARMI,FRENDY ENERGY,FRENI BREMBO,FRETTE DEAD,FRIULCHEM,FULLSIX,G RENT,GABELLI VALUE FOR ITALY SPA,GABETTI PROPERTY SLTN.,GALA SPA DEAD,GAMBERO ROSSO,GAMENET GROUP SPA DEAD,GANDALF DEAD,GARBOLI DEAD,GAROFALO HEALTH CARE,GAS PLUS,GEAR 1 DEAD,GEDI GRUPPO EDITORIALE DEAD,GEFRAN,GEL,GEMINA DEAD,GEMINA RSP DEAD,GEOX,GEQUITY,GEWISS DEAD,GIACOMELLI SPORT GROUP DEAD,GIBUS,GIGLIO COM,GIGLIO GROUP,GILDERMEISTER ITALIANA DEAD,GIM 01/01/05 DEAD,GIM DEAD,GIM RNC DEAD,GIMA TT DEAD,GIORGIO FEDON,GIOVANNI CRESPI DEAD,GISMONDI 1754,GO INTERNET,GPI,GRANDI NAVI VELOCI DEAD,GRANDI VIAGGI,GRANITIFIANDRE DEAD,GREENVISION AMBIENTE DEAD,GRIFAL,GROWENS S P A SHR,GRUPPO CERAMICHE RICCHET DEAD,GRUPPO COIN DEAD,GRUPPO EFFEGI DEAD,GRUPPO GREEN POWER DEAD,GRUPPO MINERALI MAFFEI DEAD,GRUPPO MUTUIONLINE,GRUPPO WASTE IT DEAD,GTECH DEAD,GUALA CLOSURES DEAD,GUALA CLOSURES DEAD,GVS,H-FARM,HEALTH ITALIA,HERA,HI REAL DEAD,HOUSE BUILDING DEAD,I NET DEAD,I VIAGGI DEL VENTAGLIO DEAD,ICF GROUP DEAD,ID ENTITY,IDEAMI DEAD,IDRA PRESSE DEAD,IERVOLINO ENTERTAINMENT,IFIL DEAD,IFIL RNC DEAD,IGEAMED,IKF DEAD,IL SOLE 24 ORE,ILLA AZ,ILLIMITY BANK,ILPRA,IMA INDUA.MACCHINE DEAD,IMMOBILIARE GRDE. DTBZ. SO.DI INVM.IMMB.,IMMOBILIARE LOMBARDA DEAD,IMMOBILIARE METANOPOLI DEAD,IMMSI,IMVEST,INA,IND STARS ITALY2 DEAD,INDEL B,INDESIT COMPANY DEAD,INDESIT COMPANY RSP DEAD,INDUSTRIAL STARS DEAD,INDUSTRIAL STARS OF ITALY 3,INDUSTRIAL STARS OF ITALY 4 S P A,INDUSTRIE CHIMICHE FORESTALI,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,INIZIATIVE BERSA,INNOVATEC,INTEK DEAD,INTEK GROUP,INTEK GROUP RSP,INTEK R DEAD,INTEK RNC DEAD,INTERBANCA DEAD,INTERPUMP GROUP,INTESA SANPAOLO,INTESA SANPAOLO RSP DEAD,INTRED,IPI DEAD,IRCE,IREN,ISAGRO DEAD,IT HOLDING DEAD,IT WAY,ITAL TBS TELEMATIC &. BIOMED.,ITAL WINE BRANDS,ITALCEMENTI FABBRICHE RIUNITE,ITALCEMENTI RSP DEAD,ITALDESIGN GIUGIARO DEAD,ITALFONDIARIO DEAD,ITALGAS,ITALGAS DEAD,ITALIA INDEPENDT,ITALIAN EXHIBITION GROUP,ITALIAN SEA GROUP,ITALIANA ASSICURAZIONI DEAD,ITALIAONLINE DEAD,ITALIAONLINE SVGS DEAD,ITALMOBILIARE,ITALMOBILIARE RSP DEAD,IVS GROUP,IW BANK DEAD,JOLLY HOTELS DEAD,JOLLY HOTELS RNC DEAD,JONIX,JUVENTUS FOOTBALL CLUB,KI GROUP,KOLINPHARMA,LA DORIA,LA FONDIARIA ASSIC. DEAD,LA FONDIARIA ASSIC. RNC DEAD,LA GAIANA DEAD,LABOMAR,LANDI RENZO,LAVORWASH DEAD,LEONARDO,LEONE FILM GROUP,LIFE CARE CAPITAL DEAD,LINIFICIO DEAD,LINIFICIO RNC DEAD,LOCAT DEAD,LONGINO & CARDENAL,LUCISANO MEDIA GROUP,LUVE,LUXOTTICA DEAD,LVENTURE GROUP,M & C DEAD,MAFFEI DEAD,MAGNETI MARELLI DEAD,MAGNETI MARELLI RNC DEAD,MAIRE TECNIMONT,MANULI RUBBER INDUSTRIES DEAD,MAPS,MARANGONI DEAD,MARAZZI GROUP DEAD,MARCOLIN DEAD,MARIELLA BURANI DEAD,MARR,MARZOCCHI POMPE SPA,MARZOTTO DEAD,MARZOTTO RNC DEAD,MARZOTTO RP DEAD,MASI AGRICOLA,MASSIMO ZANETTI BEV.GP. DEAD,MATICA FINTEC,MC LINK DEAD,MEDIASET N V,MEDIOBANCA BC.FIN,MEDITERRANEA DELLE ACQUE DEAD,MEGLIOQUESTO,MELIORBANCA DEAD,MERIDIANA FLY DEAD,MERIDIE DEAD,META DEAD,METHORIOS (MIL) DEAD,MICROSPORE DEAD,MID INDUSTRY CAPITAL DEAD,MILANO RSP DEAD,MIRATO DEAD,MIT ABBREVIABILE IN MIT SIM,MITTEL,MOBYT ORD DEAD,MOLESKINE DEAD,MOLMED DEAD,MONCLER,MONDADORI ED RNC DEAD,MONDO TV,MONDO TV FRANCE,MONDO TV SUISSE,MONNALISA,MONRIF,MONTEDISON DEAD,MONTEDISON RISP DEAD,MONTEDISON RNC DEAD,MONTEFIBRE DEAD,MONTEFIBRE RSP DEAD,MONTI ASCENSORI DEAD,MOVIEMAX DEAD,MP7 ITALIAN DEAD,NAPOLETANA GAS DEAD,NAVIGAZIONE MONTANARI DEAD,NECCHI RNC DEAD,NEGRI BOSSI DEAD,NEODECORTECH,NEOSPERIENCE,NET INSURANCE,NETWEEK,NEUROSOFT,NEWLAT FOOD,NEXI,NGP DEAD,NGP(RISP) DEAD,NICE DEAD,NOEMALIFE,NOTORIOUS PICTUR,NOVA RE,NOVUSPHARMA DEAD,NUSCO SPA CON UNICO SOCIO,NVP SPA,OFFICINA STELLARE,OLCESE DEAD,OLIDATA SUSP,OLIVETTI PV DEAD,OLIVETTI RNC DEAD,OMER SPA,ON BANCA DEAD,OPENGATE GROUP DEAD,OPENJOBMETIS SPA AGENZIA PER IL LAVO,ORSERO,OSAI AUTOMATION SYSTEM,OVS SPA,PAGNOSSIN DEAD,PANARIA GP.INDUSTR.CRMH. DEAD,PARMALAT DEAD,PARMALAT DEAD,PARTECIPAZIONI ITALIANE DEAD,PATTERN,PERMASTEELISA DEAD,PETRA DEAD,PETRA RNC DEAD,PHARMANUTRA,PHILOGEN,PIAGGIO,PIERREL,PININFARINA,PININFARINA RP DEAD,PIOVAN,PIQUADRO,PIRELLI & C,PIRELLI & C RSP DEAD,PIRELLI DEAD,PIRELLI SPA DEAD,PIRELLI SPA RNC DEAD,PITECO,PLANETEL,PLC,PLT ENERGIA DEAD,POLIGRAFICA S F,POLIGRAFICI EDITORIALE DEAD,POLIGRAFICI PRINTING,POLTRONA FRAU DEAD,POLYNT DEAD,PORTALE SARDEGNA,PORTOBELLO,POSTE ITALIANE,POWERSOFT,PRAMAC DEAD,PRELIOS DEAD,PREMAFIN FINANZ.HOLDING DEAD,PREMIA FIN.S P A (MIL) SO.DI MEDIAZIONE CREDITI,PREMUDA DEAD,PREMUDA RNC DEAD,PRIMA INDUSTRIE,PRIMI SUI MOTORI,PROCOMAC DEAD,PROMOTICA,PRYSMIAN,RADICI PIETRO INDUSTRIES AND BRANDS,RAFFAELE CARUSO DEAD,RAI WAY,RAS DEAD,RAS RNC DEAD,RATTI,RCF GROUP DEAD,RCS MEDIAG RSP B DEAD,RCS MEDIAGROUP RSP DEAD,RDB DEAD,RECORDATI INDUA.CHIMICA,RECORDATI RNC DEAD,REEVO,RELATECH,RENERGETICA,RENO DE MEDICI,RENO DE MEDICI 1/6/99 DEAD,RENO DE MEDICI RNC DEAD,RENO DE MEDICI RP DEAD,REPLY,RESTART,RETI,RETI BANCARIE HOLDING DEAD,RETI TELEMATICHE ITALIAN,RGI DEAD,RICHARD GINORI 1735 DEAD,RINASCENTE DEAD,RINASCENTE PV DEAD,RINASCENTE RNC DEAD,RISANAMENTO,RISANAMENTO NAPOLI RNC DEAD,RIVA FINANZ. DEAD,RIZZOLI CRER.DLSM.GP.,ROLAND EUROPE DEAD,ROLO BANCA 1473 DEAD,ROMA VETUS FINANZIARIA DEAD,ROSETTI MARINO,ROSSS,ROTONDI EVOLUTION DEAD,SABAF,SAECO INTERNATIONAL DEAD,SAES GETTERS,SAES GETTERS PV DEAD,SAES GETTERS RSP,SAFILO DEAD,SAFILO GROUP,SAFILO RNC DEAD,SAIAG DEAD,SAIAG RNC DEAD,SAIPEM,SAIPEM RCV,SALCEF GROUP,SALVATORE FERRAGAMO,SAN PAOLO IMI DEAD,SANITA DEAD,SANLORENZO,SARAS,SAVE-AEP.DI VNZ.MRC.POLO DEAD,SAVINO DEL BENE DEAD,SCIUKER FRAMES,SCREEN SER.BCAST.TEC. DEAD,SEBINO ANTINCENDIO,SECO,SERI INDUSTRIAL,SERVIZI ITALIA,SESA,SETECO INTERNATIONAL DEAD,SG COMPANY S P A,SHEDIR PHARMA GROUP SPA,SIAS DEAD,SICIT GROUP DEAD,SIMINT DEAD,SIRIO SUSP,SIRTI DEAD,SIRTI DEAD,SIT,SITI-B&T GR,SMRE DEAD,SMURFIT SISA DEAD,SNAITECH DEAD,SNAM,SNIA ORD DEAD,SNIA RCV DEAD,SNIA RNC DEAD,SOCIETA EDITORIALE IL FATTO,SOCOTHERM DEAD,SOFT STRATEGY DEAD,SOFTEC,SOFTLAB,SOGEFI,SOL,SOLUTIONS CAPITAL MANAGEMENT SIM,SOMEC,SONDEL DEAD,SOPAF DEAD,SOPAF RNC DEAD,SORIN BIOMEDICA DEAD,SORIN DEAD,SOSTRAVEL COM,SOURCESENSE,SPACTIV DEAD,SPAXS DEAD,SPINDOX,SPOLETO DEAD,SS LAZIO,STAYER DEAD,STEFANEL DEAD,STEFANEL RSP DEAD,STELLANTIS,SUNSHINE CAPITAL DEAD,T P S,TAMBURI INV.PARTNERS,TARGETTI SANKEY DEAD,TAS TGA.AVANZATA SISTEMI,TC SISTEMA DEAD,TECH-VALUE DEAD,TECHEDGE DEAD,TECHNOGYM,TECMA SOLUTIONS,TECNODIFFUSIONE DEAD,TECNOST DEAD,TELECO CAVI DEAD,TELECO CAVI RNC,TELECOM ITALIA,TELECOM ITALIA DEAD,TELECOM ITALIA MEDIA DEAD,TELECOM ITALIA MEDIA RSP DEAD,TELECOM ITALIA MOBILE DEAD,TELECOM ITALIA MOBILE RNC,TELECOM ITALIA RNC DEAD,TELECOM ITALIA RSP,TELESIA,TENAX INTERNATIONAL,TERNA RETE ELETTRICA NAZ,TERNIGREEN DEAD,TESMEC,TINEXTA,TISCALI,TITANMET,TOD'S,TORO DEAD,TORO DEAD,TORO PV DEAD,TORO RNC DEAD,TOSCANA AEROPORTI,TOSCANA FINANZA DEAD,TRAWELL,TRENDEVICE,TREVI FIN INDUSTRIALE,TREVISAN COMETAL DEAD,TRIBOO,TXT E-SOLUTION,UCAPITAL24,ULISSE BIOMED,UNI LAND DEAD,UNICREDIT,UNICREDIT RSP DEAD,UNIDATA,UNIEURO,UNIM DEAD,UNIMED DEAD,UNIONE DI BANCHE ITALIAN DEAD,UNIPOL GRUPPO FINANZIARI,UNIPOLSAI,UNIPOLSAI RSP A SVGS DEAD,UNIPOLSAI RSP B SVGS DEAD,VALENTINO FG DEAD,VALENTINO FG RNC DEAD,VALENTINO FG RP DEAD,VALORE ITALIA HOLDING DEAD,VALSOIA,VANTEA SMART SPA,VEI 1 DEAD,VETRYA,VIANINI INDR.,VIANINI LAVORI DEAD,VIMI FASTENERS,VINCENZO ZUCCHI,VISIBILIA EDITORE,VITA SOCIETA EDITORIALE DEAD,VITTORIA ASSICURAZIONI DEAD,WEBSOLUTE,WEBUILD,WEBUILD SAVING,WIIT,WM CAPITAL,WORLD DUTY FREE SPA DEAD,YOOX NET-A-PORTER DEAD,ZEPHYRO DEAD,ZIGNAGO DEAD,ZIGNAGO VETRO,ZUCCHI RSP DEAD,ZUCCHINI DEAD
1973-01-31,,,,,,,2.33,4.72,,,,,,,,,,,,,,,,,,,,,,64.61,,,,,,,,,,,,,,,,,,,,,,,,,,247.49,,,,16.26,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,72.91,,,,,41.54,,,,,,,,5.61,,,,,,,,,,,,,78.93,,,,,,,,,,,,,,,,7.53,,,,,25.67,30.24,,,,,,,,,,,,,,,,,,,,116.22,,34.61,,,,,,,,,,,,,,,,,,,,,,,,,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,70.94,,,,,,,,,,,100.88,,,,,22.55,,,,,,,,,,,,,,,,,,35.39,,,,,,15.17,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.11,,,,,,,,,,,,,10.38,,,,,,,,,,,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,33.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.33,,,,,,,,,,,,40.32,,,,,18.15,,,,,,34.21,,,17.54,,,,,,4.4,,,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.97,,,,,,,,,,,,,,,,,,,,,,,,,,,224.66,,,,,,,,,,,,,,,26.77,162.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,89.8,,,,,,,,74.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-02-28,,,,,,,2.72,5.17,,,,,,,,,,,,,,,,,,,,,,70.68,,,,,,,,,,,,,,,,,,,,,,,,,,266.83,,,,17.57,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,120.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,,,,,,79.55,,,,,46.27,,,,,,,,5.78,,,,,,,,,,,,,83.16,,,,,,,,,,,,,,,,7.27,,,,,27.46,32.35,,,,,,,,,,,,,,,,,,,,124.54,,36.34,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24,,,,,,83.83,,,,,,,,,,,115.29,,,,,24.61,,,,,,,,,,,,,,,,,,38.01,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.41,,,,,,,,,,,,,14.51,,,,,,,,,,,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16,35.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.71,,,,,,,,,,,,43.75,,,,,20.32,,,,,,35.44,,,19.71,,,,,,4.12,,,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,245.32,,,,,,,,,,,,,,,29.75,167.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,98.12,,,,,,,,79.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-03-30,,,,,,,3.19,5.56,,,,,,,,,,,,,,,,,,,,,,74.79,,,,,,,,,,,,,,,,,,,,,,,,,,295.9,,,,17.83,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,157.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,,,,,,80.28,,,,,53.47,,,,,,,,6.2,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,7.47,,,,,29.46,34.54,,,,,,,,,,,,,,,,,,,,129.3,,37.18,,,,,,,,,,,,,,,,,,,,,,,,,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78,,,,,,,,,,,,,,,,,,,,,,,,,,,23.07,,,,,,103.39,,,,,,,,,,,113.57,,,,,28.28,,,,,,,,,,,,,,,,,,38.51,,,,,,16.23,,,2.13,,,,,,,,,,18.83,,,,,,,,,,,,,,,,,,,71.63,,,,,,,,,,,,,15.78,,,,,,,,,,,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89,40.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.17,,,,,,,,,,,,49.85,,,,,26.16,,,,,,39.75,,,19.97,,,,,,4.09,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11,,,,,,,,,,,,,,,,,,,,,,,,,,,271.04,,,,,,,,,,,,,,,34.53,172.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,100.4,,,,,,,,93.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
