,DATE,TIME,GAZR,GMKN,LKOH,SBRF,VTBR,RTS
777,20210319,230000,22760.0,22761.0,61305.0,27360.0,3794.0,145650.0
778,20210320,0,22816.0,22772.0,61423.0,27390.0,3793.0,145950.0
779,20210322,80000,22814.0,22780.0,61268.0,27336.0,3791.0,145170.0
780,20210322,90000,22811.0,22800.0,61528.0,27379.0,3797.0,145290.0
781,20210322,100000,22813.0,22725.0,61375.0,27355.0,3794.0,145120.0
782,20210322,110000,22635.0,22597.0,60949.0,27243.0,3792.0,144140.0
783,20210322,120000,22616.0,22704.0,61750.0,27492.0,3817.0,145180.0
784,20210322,130000,22514.0,22684.0,61342.0,27682.0,3817.0,145090.0
785,20210322,140000,22458.0,22730.0,61646.0,27690.0,3848.0,145430.0
786,20210322,150000,22466.0,22679.0,61723.0,27766.0,3860.0,145630.0
787,20210322,160000,22474.0,22744.0,61700.0,27778.0,3853.0,145040.0
788,20210322,170000,22461.0,22719.0,61855.0,27770.0,3858.0,144600.0
789,20210322,180000,22406.0,22794.0,62189.0,27932.0,3845.0,144890.0
790,20210322,190000,22341.0,22850.0,62103.0,27798.0,3845.0,144470.0
791,20210322,200000,22475.0,22849.0,61959.0,27776.0,3852.0,144590.0
792,20210322,210000,22482.0,22885.0,61925.0,27770.0,3850.0,144760.0
793,20210322,220000,22495.0,22870.0,61917.0,27783.0,3853.0,144690.0
794,20210322,230000,22449.0,22822.0,61747.0,27690.0,3835.0,144110.0
795,20210323,0,22457.0,22829.0,61849.0,27729.0,3840.0,144150.0
796,20210323,80000,22370.0,22766.0,61416.0,27585.0,3834.0,143290.0
797,20210323,90000,22433.0,22763.0,61474.0,27563.0,3835.0,142910.0
798,20210323,100000,22424.0,22764.0,61452.0,27638.0,3841.0,143350.0
799,20210323,110000,22408.0,22740.0,61210.0,27518.0,3839.0,142630.0
800,20210323,120000,22397.0,22533.0,60806.0,27304.0,3819.0,141900.0
801,20210323,130000,22436.0,22438.0,60340.0,27240.0,3802.0,140780.0
802,20210323,140000,22490.0,22452.0,60698.0,27260.0,3812.0,141640.0
803,20210323,150000,22568.0,22469.0,60899.0,27202.0,3816.0,141540.0
804,20210323,160000,22582.0,22416.0,60610.0,27234.0,3820.0,141610.0
805,20210323,170000,22528.0,22320.0,60636.0,27180.0,3818.0,141400.0
806,20210323,180000,22594.0,22308.0,60575.0,27182.0,3829.0,141340.0
807,20210323,190000,22629.0,22368.0,60415.0,27170.0,3827.0,141490.0
808,20210323,200000,22598.0,22340.0,60722.0,27184.0,3820.0,141490.0
809,20210323,210000,22502.0,22285.0,60477.0,27141.0,3811.0,140670.0
810,20210323,220000,22429.0,22289.0,60337.0,27104.0,3792.0,140180.0
811,20210323,230000,22447.0,22331.0,60248.0,27107.0,3785.0,140090.0
812,20210324,0,22436.0,22235.0,60164.0,27112.0,3795.0,139780.0
813,20210324,80000,22517.0,22228.0,60376.0,27120.0,3798.0,139560.0
814,20210324,90000,22521.0,22289.0,60482.0,27092.0,3796.0,139680.0
815,20210324,100000,22538.0,22270.0,60642.0,27187.0,3813.0,140480.0
816,20210324,110000,22464.0,21587.0,60812.0,27360.0,3824.0,141040.0
817,20210324,120000,22598.0,21687.0,61079.0,27426.0,3825.0,141920.0
818,20210324,130000,22572.0,21693.0,61445.0,27260.0,3814.0,141710.0
819,20210324,140000,22588.0,21570.0,61326.0,27244.0,3816.0,141170.0
820,20210324,150000,22566.0,21540.0,61418.0,27254.0,3813.0,141110.0
821,20210324,160000,22555.0,21360.0,61612.0,27298.0,3818.0,141180.0
822,20210324,170000,22649.0,21400.0,62200.0,27444.0,3810.0,141390.0
823,20210324,180000,22686.0,21420.0,62337.0,27528.0,3818.0,141450.0
824,20210324,190000,22731.0,21415.0,62705.0,27590.0,3822.0,141940.0
825,20210324,200000,22774.0,21482.0,62844.0,27591.0,3828.0,142390.0
826,20210324,210000,22735.0,21411.0,62493.0,27560.0,3820.0,141910.0
827,20210324,220000,22709.0,21402.0,62280.0,27540.0,3809.0,141450.0
828,20210324,230000,22640.0,21295.0,62042.0,27482.0,3792.0,140530.0
829,20210325,0,22627.0,21286.0,62229.0,27490.0,3797.0,140780.0
830,20210325,80000,22684.0,21310.0,62274.0,27559.0,3796.0,141200.0
831,20210325,90000,22693.0,21283.0,62119.0,27506.0,3791.0,140900.0
832,20210325,100000,22699.0,21227.0,62211.0,27572.0,3795.0,141240.0
833,20210325,110000,22676.0,21176.0,62293.0,27322.0,3807.0,141330.0
834,20210325,120000,22725.0,21338.0,61806.0,27396.0,3799.0,141500.0
835,20210325,130000,22758.0,21227.0,61870.0,27448.0,3791.0,141830.0
836,20210325,140000,22692.0,21163.0,61728.0,27458.0,3788.0,141990.0
837,20210325,150000,22650.0,21221.0,61636.0,27312.0,3763.0,140580.0
838,20210325,160000,22630.0,21054.0,61730.0,27442.0,3777.0,140540.0
839,20210325,170000,22620.0,20908.0,61650.0,27446.0,3780.0,140430.0
840,20210325,180000,22633.0,20983.0,61490.0,27425.0,3778.0,139770.0
841,20210325,190000,22602.0,20970.0,61625.0,27418.0,3786.0,139800.0
842,20210325,200000,22692.0,21025.0,62000.0,27516.0,3794.0,140570.0
843,20210325,210000,22680.0,21079.0,61956.0,27503.0,3795.0,140650.0
844,20210325,220000,22730.0,21130.0,62024.0,27542.0,3820.0,141050.0
845,20210325,230000,22720.0,21168.0,62200.0,27548.0,3824.0,141140.0
846,20210326,0,22755.0,21220.0,62300.0,27600.0,3823.0,141170.0
847,20210326,80000,22843.0,21342.0,62392.0,27739.0,3831.0,142010.0
848,20210326,90000,22833.0,21328.0,62500.0,27767.0,3830.0,142290.0
849,20210326,100000,22877.0,21363.0,62550.0,27811.0,3835.0,142490.0
850,20210326,110000,22893.0,21499.0,62939.0,28092.0,3844.0,143280.0
851,20210326,120000,22901.0,21541.0,62551.0,27998.0,3841.0,143030.0
852,20210326,130000,22882.0,21579.0,62760.0,28002.0,3843.0,143000.0
853,20210326,140000,22820.0,21621.0,62575.0,27792.0,3838.0,142410.0
854,20210326,150000,22836.0,21604.0,62841.0,27857.0,3843.0,142580.0
855,20210326,160000,22828.0,21656.0,62795.0,27850.0,3843.0,142580.0
856,20210326,170000,22861.0,22000.0,63029.0,27908.0,3849.0,143180.0
857,20210326,180000,22858.0,22112.0,63000.0,27812.0,3842.0,142930.0
858,20210326,190000,22846.0,22055.0,62810.0,27763.0,3841.0,143090.0
859,20210326,200000,22864.0,21969.0,62817.0,27782.0,3840.0,142820.0
860,20210326,210000,22869.0,22027.0,62817.0,27798.0,3839.0,142760.0
861,20210326,220000,22890.0,22005.0,62811.0,27803.0,3843.0,142960.0
862,20210326,230000,22970.0,22115.0,63152.0,27975.0,3853.0,144420.0
863,20210327,0,23002.0,22250.0,63252.0,27987.0,3852.0,144580.0
864,20210329,80000,22942.0,22179.0,63000.0,27923.0,3850.0,143960.0
865,20210329,90000,22910.0,22390.0,62880.0,27900.0,3848.0,143970.0
866,20210329,100000,22911.0,22289.0,62856.0,27872.0,3849.0,143650.0
867,20210329,110000,23129.0,23111.0,62869.0,28139.0,3870.0,144630.0
868,20210329,120000,23106.0,23227.0,62825.0,28132.0,3874.0,144200.0
869,20210329,130000,23066.0,23427.0,62833.0,28110.0,3893.0,144230.0
870,20210329,140000,23060.0,23200.0,63104.0,28162.0,3890.0,144410.0
871,20210329,150000,23119.0,23185.0,63079.0,28238.0,3900.0,144560.0
872,20210329,160000,23100.0,23220.0,62984.0,28244.0,3889.0,144480.0
873,20210329,170000,22981.0,23114.0,62441.0,28140.0,3887.0,143770.0
874,20210329,180000,23062.0,23027.0,63000.0,28180.0,3892.0,144170.0
875,20210329,190000,23154.0,23069.0,63068.0,28167.0,3887.0,144500.0
876,20210329,200000,23150.0,23078.0,63085.0,28238.0,3895.0,145080.0
877,20210329,210000,23156.0,23044.0,63111.0,28203.0,3892.0,145010.0
878,20210329,220000,23140.0,23100.0,63015.0,28204.0,3891.0,144710.0
879,20210329,230000,23127.0,23130.0,63052.0,28243.0,3895.0,145050.0
880,20210330,0,23141.0,23214.0,63001.0,28272.0,3898.0,144830.0
881,20210330,80000,23160.0,23470.0,62954.0,28249.0,3894.0,145340.0
882,20210330,90000,23121.0,23425.0,62952.0,28220.0,3889.0,145070.0
883,20210330,100000,23176.0,23456.0,63025.0,28346.0,3905.0,145240.0
884,20210330,110000,23222.0,23200.0,63424.0,28264.0,3932.0,145230.0
885,20210330,120000,23085.0,23050.0,62974.0,28225.0,3921.0,144660.0
886,20210330,130000,22970.0,22978.0,62547.0,28091.0,3915.0,144190.0
887,20210330,140000,22814.0,23081.0,62190.0,28086.0,3928.0,143900.0
888,20210330,150000,22868.0,23055.0,62010.0,27994.0,3942.0,143730.0
889,20210330,160000,22918.0,23067.0,61943.0,28108.0,3947.0,143880.0
890,20210330,170000,22860.0,23120.0,62259.0,28083.0,3954.0,143520.0
891,20210330,180000,22836.0,23166.0,61997.0,28070.0,3953.0,143440.0
892,20210330,190000,22940.0,23232.0,62113.0,28249.0,4000.0,143890.0
893,20210330,200000,22871.0,23248.0,61970.0,28169.0,3986.0,143620.0
894,20210330,210000,22897.0,23227.0,62162.0,28234.0,4005.0,143810.0
895,20210330,220000,22880.0,23257.0,62106.0,28242.0,4020.0,144000.0
896,20210330,230000,22880.0,23240.0,62104.0,28229.0,4011.0,144060.0
897,20210331,0,22851.0,23232.0,62002.0,28212.0,4014.0,143770.0
898,20210331,80000,22925.0,23342.0,62278.0,28275.0,4008.0,144450.0
899,20210331,90000,22932.0,23313.0,62300.0,28282.0,4015.0,144340.0
900,20210331,100000,22910.0,23330.0,62300.0,28302.0,4012.0,144410.0
901,20210331,110000,22844.0,23315.0,61847.0,28173.0,4072.0,144520.0
902,20210331,120000,22721.0,23475.0,61888.0,28164.0,4099.0,144780.0
903,20210331,130000,22689.0,23556.0,61614.0,28082.0,4188.0,144450.0
904,20210331,140000,22784.0,23674.0,61585.0,27988.0,4216.0,144850.0
905,20210331,150000,22844.0,23643.0,61646.0,28168.0,4247.0,145500.0
906,20210331,160000,22839.0,23665.0,61627.0,28111.0,4255.0,145370.0
907,20210331,170000,22877.0,23708.0,61618.0,28043.0,4234.0,145560.0
908,20210331,180000,22979.0,23910.0,61885.0,28010.0,4215.0,145840.0
909,20210331,190000,23105.0,23697.0,61657.0,27885.0,4236.0,145760.0
910,20210331,200000,23115.0,23751.0,61801.0,27959.0,4233.0,145950.0
911,20210331,210000,23054.0,23685.0,61649.0,27918.0,4225.0,145590.0
912,20210331,220000,23052.0,23660.0,61600.0,27944.0,4225.0,145550.0
913,20210331,230000,23058.0,23716.0,61653.0,27934.0,4232.0,145510.0
914,20210401,0,23001.0,23695.0,61550.0,27890.0,4247.0,145210.0
915,20210401,80000,23094.0,23825.0,61650.0,27970.0,4297.0,145660.0
916,20210401,90000,23136.0,23824.0,61777.0,28000.0,4286.0,145750.0
917,20210401,100000,23160.0,23861.0,62033.0,28047.0,4295.0,146320.0
918,20210401,110000,23272.0,24114.0,62182.0,28294.0,4309.0,146860.0
919,20210401,120000,23407.0,23910.0,62196.0,28254.0,4261.0,146450.0
920,20210401,130000,23294.0,23782.0,61850.0,28142.0,4271.0,145960.0
921,20210401,140000,23283.0,23734.0,61683.0,28055.0,4253.0,145170.0
922,20210401,150000,23144.0,23817.0,61333.0,27984.0,4255.0,144900.0
923,20210401,160000,23216.0,23901.0,61843.0,28040.0,4289.0,145260.0
924,20210401,170000,23156.0,23827.0,61840.0,28008.0,4274.0,145050.0
925,20210401,180000,22958.0,23696.0,61014.0,27698.0,4237.0,143950.0
926,20210401,190000,22806.0,23648.0,60997.0,27709.0,4232.0,143600.0
927,20210401,200000,22880.0,23651.0,61201.0,27778.0,4253.0,143770.0
928,20210401,210000,22970.0,23704.0,61583.0,27835.0,4260.0,144410.0
929,20210401,220000,22944.0,23697.0,61600.0,27864.0,4255.0,144270.0
930,20210401,230000,22930.0,23746.0,61486.0,27805.0,4234.0,144090.0
931,20210402,0,22950.0,23759.0,61531.0,27853.0,4249.0,144420.0
932,20210402,80000,23009.0,23877.0,61691.0,27919.0,4270.0,144650.0
933,20210402,90000,22986.0,23856.0,61782.0,27947.0,4284.0,144770.0
934,20210402,100000,22958.0,23900.0,61696.0,27916.0,4285.0,144880.0
935,20210402,110000,22972.0,23856.0,61409.0,27796.0,4267.0,144720.0
936,20210402,120000,22956.0,23890.0,61439.0,27899.0,4240.0,144440.0
937,20210402,130000,22950.0,23884.0,61411.0,27826.0,4213.0,144510.0
938,20210402,140000,23027.0,23890.0,61375.0,27826.0,4233.0,144540.0
939,20210402,150000,23043.0,23900.0,61465.0,27884.0,4260.0,144710.0
940,20210402,160000,23088.0,23866.0,61425.0,27990.0,4277.0,145040.0
941,20210402,170000,23120.0,23907.0,61457.0,27995.0,4268.0,144900.0
942,20210402,180000,23114.0,23874.0,61574.0,28089.0,4264.0,144780.0
943,20210402,190000,23101.0,23838.0,61498.0,28083.0,4255.0,144980.0
944,20210402,200000,23125.0,23794.0,61545.0,28050.0,4262.0,144830.0
945,20210402,210000,23083.0,23782.0,61515.0,28027.0,4255.0,144750.0
946,20210402,220000,23121.0,23792.0,61570.0,28039.0,4259.0,144810.0
947,20210402,230000,23108.0,23800.0,61524.0,28020.0,4259.0,144640.0
948,20210403,0,23091.0,23815.0,61452.0,27983.0,4257.0,144600.0
949,20210405,80000,23057.0,23915.0,61448.0,27917.0,4258.0,144460.0
950,20210405,90000,22954.0,23842.0,61304.0,27856.0,4255.0,144330.0
951,20210405,100000,22977.0,23845.0,61345.0,27869.0,4259.0,144250.0
952,20210405,110000,22850.0,23310.0,60609.0,27709.0,4313.0,142620.0
953,20210405,120000,22872.0,23334.0,60525.0,27730.0,4329.0,143070.0
954,20210405,130000,22818.0,23426.0,60532.0,27688.0,4319.0,143390.0
955,20210405,140000,22776.0,23296.0,60559.0,27571.0,4331.0,143330.0
956,20210405,150000,22709.0,23340.0,60282.0,27516.0,4347.0,142910.0
957,20210405,160000,22718.0,23324.0,60475.0,27600.0,4353.0,143380.0
958,20210405,170000,22713.0,23436.0,60349.0,27575.0,4359.0,143610.0
959,20210405,180000,22672.0,23478.0,60119.0,27534.0,4381.0,143240.0
960,20210405,190000,22685.0,23548.0,60386.0,27642.0,4412.0,143740.0
961,20210405,200000,22652.0,23537.0,60107.0,27565.0,4398.0,142910.0
962,20210405,210000,22767.0,23592.0,60442.0,27650.0,4405.0,143650.0
963,20210405,220000,22759.0,23572.0,60534.0,27710.0,4410.0,143560.0
964,20210405,230000,22738.0,23585.0,60504.0,27670.0,4406.0,143410.0
965,20210406,0,22738.0,23590.0,60485.0,27691.0,4414.0,143310.0
966,20210406,80000,22840.0,23661.0,60738.0,27727.0,4419.0,143620.0
967,20210406,90000,22807.0,23614.0,60673.0,27745.0,4413.0,143570.0
968,20210406,100000,22857.0,23637.0,60723.0,27752.0,4435.0,144030.0
969,20210406,110000,22610.0,23470.0,59839.0,27318.0,4392.0,142880.0
970,20210406,120000,22754.0,23327.0,60166.0,27333.0,4388.0,142710.0
971,20210406,130000,22731.0,23341.0,59925.0,27265.0,4452.0,142750.0
972,20210406,140000,22678.0,23238.0,59727.0,27275.0,4418.0,142300.0
973,20210406,150000,22596.0,23115.0,59692.0,27132.0,4385.0,141820.0
974,20210406,160000,22436.0,22952.0,59306.0,27114.0,4327.0,140190.0
975,20210406,170000,22494.0,23075.0,59590.0,27118.0,4325.0,141080.0
976,20210406,180000,22631.0,23073.0,59831.0,26998.0,4323.0,140610.0
977,20210406,190000,22603.0,22920.0,59612.0,26986.0,4325.0,140520.0
978,20210406,200000,22634.0,22959.0,59660.0,27037.0,4314.0,140740.0
979,20210406,210000,22589.0,22953.0,59600.0,26996.0,4301.0,140490.0
980,20210406,220000,22554.0,22972.0,59512.0,26981.0,4285.0,140320.0
981,20210406,230000,22532.0,22933.0,59531.0,26924.0,4286.0,140160.0
982,20210407,0,22512.0,22923.0,59513.0,26901.0,4277.0,139960.0
983,20210407,80000,22560.0,23000.0,59689.0,26969.0,4298.0,140430.0
984,20210407,90000,22587.0,22876.0,59550.0,27021.0,4307.0,140590.0
985,20210407,100000,22470.0,22730.0,59452.0,26931.0,4287.0,139210.0
986,20210407,110000,22644.0,23069.0,59342.0,27071.0,4314.0,139380.0
987,20210407,120000,22700.0,23240.0,59490.0,27064.0,4372.0,139920.0
988,20210407,130000,22573.0,23194.0,59334.0,26990.0,4372.0,139670.0
989,20210407,140000,22768.0,23262.0,60047.0,27136.0,4368.0,140220.0
990,20210407,150000,22696.0,23384.0,59549.0,27152.0,4368.0,139910.0
991,20210407,160000,22690.0,23537.0,59932.0,27102.0,4375.0,139650.0
992,20210407,170000,22694.0,23589.0,60005.0,27144.0,4388.0,139980.0
993,20210407,180000,22708.0,23544.0,60326.0,27184.0,4388.0,141070.0
994,20210407,190000,22658.0,23399.0,60088.0,27060.0,4382.0,140720.0
995,20210407,200000,22646.0,23345.0,60121.0,27063.0,4359.0,140620.0
996,20210407,210000,22680.0,23375.0,60167.0,27139.0,4377.0,141020.0
997,20210407,220000,22679.0,23392.0,60278.0,27190.0,4382.0,140910.0
998,20210407,230000,22691.0,23393.0,60348.0,27200.0,4375.0,140950.0
999,20210408,0,22689.0,23420.0,60264.0,27196.0,4383.0,141140.0
1000,20210408,80000,22731.0,23616.0,60444.0,27241.0,4406.0,141800.0
1001,20210408,90000,22699.0,23512.0,60450.0,27260.0,4399.0,141770.0
1002,20210408,100000,22738.0,23553.0,60495.0,27295.0,4414.0,141910.0
1003,20210408,110000,22770.0,23593.0,60341.0,27246.0,4430.0,141420.0
1004,20210408,120000,22712.0,23651.0,60300.0,27132.0,4439.0,141040.0
1005,20210408,130000,22628.0,23478.0,60168.0,27048.0,4426.0,140880.0
1006,20210408,140000,22601.0,23512.0,60180.0,27006.0,4416.0,140700.0
1007,20210408,150000,22572.0,23468.0,60364.0,27138.0,4448.0,141500.0
1008,20210408,160000,22622.0,23431.0,60446.0,27182.0,4442.0,141590.0
1009,20210408,170000,22566.0,23388.0,60314.0,27068.0,4423.0,141330.0
1010,20210408,180000,22525.0,23412.0,60321.0,27091.0,4402.0,141600.0
1011,20210408,190000,22565.0,23472.0,60285.0,27077.0,4383.0,141730.0
1012,20210408,200000,22627.0,23504.0,60388.0,27123.0,4392.0,141770.0
1013,20210408,210000,22596.0,23514.0,60464.0,27126.0,4396.0,141670.0
1014,20210408,220000,22602.0,23523.0,60454.0,27134.0,4391.0,141560.0
1015,20210408,230000,22609.0,23565.0,60469.0,27145.0,4391.0,141700.0
1016,20210409,0,22640.0,23554.0,60600.0,27145.0,4400.0,141560.0
1017,20210409,80000,22625.0,23568.0,60513.0,27090.0,4378.0,141340.0
1018,20210409,90000,22570.0,23554.0,60491.0,27067.0,4373.0,141160.0
1019,20210409,100000,22612.0,23542.0,60447.0,27080.0,4388.0,141170.0
1020,20210409,110000,22471.0,23749.0,59853.0,27068.0,4352.0,140650.0
1021,20210409,120000,22489.0,23816.0,59735.0,27077.0,4352.0,140520.0
1022,20210409,130000,22498.0,23798.0,59700.0,27016.0,4358.0,140410.0
1023,20210409,140000,22457.0,23720.0,59534.0,26910.0,4342.0,139920.0
1024,20210409,150000,22421.0,23897.0,59419.0,26814.0,4330.0,139760.0
1025,20210409,160000,22392.0,23624.0,59554.0,26818.0,4315.0,139320.0
1026,20210409,170000,22436.0,23809.0,59782.0,26856.0,4337.0,139480.0
1027,20210409,180000,22380.0,23744.0,59850.0,26834.0,4329.0,139440.0
1028,20210409,190000,22366.0,23877.0,59861.0,26782.0,4333.0,139440.0
1029,20210409,200000,22426.0,23833.0,59859.0,26804.0,4341.0,139550.0
1030,20210409,210000,22428.0,23782.0,59912.0,26809.0,4342.0,139680.0
1031,20210409,220000,22416.0,23754.0,59933.0,26818.0,4340.0,139580.0
1032,20210409,230000,22428.0,23790.0,59918.0,26842.0,4348.0,139670.0
1033,20210410,0,22414.0,23792.0,59781.0,26855.0,4344.0,139680.0
1034,20210412,80000,22162.0,23646.0,59570.0,26431.0,4309.0,138320.0
1035,20210412,90000,22210.0,23649.0,59507.0,26487.0,4309.0,138400.0
1036,20210412,100000,22235.0,23748.0,59520.0,26530.0,4322.0,138480.0
1037,20210412,110000,22232.0,23656.0,59706.0,26639.0,4346.0,138560.0
1038,20210412,120000,22477.0,24114.0,60503.0,27144.0,4397.0,141000.0
1039,20210412,130000,22536.0,24659.0,60436.0,27131.0,4393.0,141390.0
1040,20210412,140000,22514.0,24683.0,60457.0,27144.0,4391.0,141610.0
1041,20210412,150000,22465.0,24790.0,60125.0,27132.0,4383.0,141470.0
1042,20210412,160000,22424.0,24755.0,60104.0,27016.0,4394.0,141530.0
1043,20210412,170000,22406.0,24751.0,60202.0,26920.0,4383.0,140920.0
1044,20210412,180000,22357.0,24769.0,60217.0,26860.0,4377.0,140730.0
1045,20210412,190000,22445.0,24710.0,60430.0,26839.0,4377.0,140970.0
1046,20210412,200000,22484.0,24747.0,60507.0,26922.0,4383.0,141270.0
1047,20210412,210000,22448.0,24754.0,60469.0,26880.0,4376.0,141120.0
1048,20210412,220000,22450.0,24762.0,60553.0,26876.0,4378.0,141120.0
1049,20210412,230000,22468.0,24774.0,60550.0,26878.0,4371.0,141330.0
1050,20210413,0,22478.0,24824.0,60600.0,26871.0,4381.0,141390.0
1051,20210413,80000,22544.0,24886.0,60567.0,26934.0,4394.0,141330.0
1052,20210413,90000,22571.0,24968.0,60667.0,26965.0,4396.0,141540.0
1053,20210413,100000,22526.0,24968.0,60660.0,27014.0,4400.0,141530.0
1054,20210413,110000,22362.0,24844.0,60124.0,26906.0,4438.0,141280.0
1055,20210413,120000,22348.0,24874.0,60051.0,26916.0,4435.0,141290.0
1056,20210413,130000,22346.0,24895.0,60251.0,27100.0,4442.0,141680.0
1057,20210413,140000,22371.0,24691.0,60206.0,27064.0,4452.0,141520.0
1058,20210413,150000,22348.0,24505.0,60085.0,27023.0,4448.0,141010.0
1059,20210413,160000,22406.0,24719.0,60292.0,27085.0,4465.0,141780.0
1060,20210413,170000,22414.0,24563.0,60083.0,26939.0,4491.0,141660.0
1061,20210413,180000,22556.0,24609.0,60110.0,27014.0,4483.0,141470.0
1062,20210413,190000,22697.0,24679.0,60425.0,27362.0,4511.0,143870.0
1063,20210413,200000,22797.0,24699.0,60600.0,27336.0,4503.0,143970.0
1064,20210413,210000,22985.0,24752.0,60960.0,27512.0,4518.0,144930.0
1065,20210413,220000,23034.0,24757.0,60904.0,27499.0,4521.0,144690.0
1066,20210413,230000,22991.0,24762.0,60851.0,27500.0,4530.0,144400.0
1067,20210414,0,22996.0,24791.0,60913.0,27545.0,4539.0,144730.0
1068,20210414,80000,23031.0,24843.0,61046.0,27586.0,4552.0,145150.0
1069,20210414,90000,23150.0,24835.0,61280.0,27641.0,4569.0,145610.0
1070,20210414,100000,23341.0,24893.0,61352.0,27790.0,4576.0,146240.0
1071,20210414,110000,23310.0,24525.0,61070.0,27628.0,4567.0,145690.0
1072,20210414,120000,23352.0,24458.0,61098.0,27750.0,4688.0,146060.0
1073,20210414,130000,23185.0,24187.0,60890.0,27644.0,4648.0,145230.0
1074,20210414,140000,23225.0,24370.0,60809.0,27633.0,4642.0,145180.0
1075,20210414,150000,23306.0,24379.0,60968.0,27590.0,4651.0,145470.0
1076,20210414,160000,23593.0,24462.0,60908.0,27612.0,4642.0,145680.0
1077,20210414,170000,23610.0,24315.0,60820.0,27510.0,4630.0,145500.0
1078,20210414,180000,23812.0,24309.0,61857.0,27454.0,4652.0,146140.0
1079,20210414,190000,23788.0,24275.0,61933.0,27457.0,4662.0,146250.0
1080,20210414,200000,23718.0,24369.0,62100.0,27478.0,4671.0,146290.0
1081,20210414,210000,23688.0,24304.0,61917.0,27424.0,4667.0,145650.0
1082,20210414,220000,23644.0,24300.0,61904.0,27410.0,4649.0,145390.0
1083,20210414,230000,23659.0,24275.0,61768.0,27419.0,4639.0,145460.0
1084,20210415,0,23748.0,24256.0,61759.0,27410.0,4635.0,145540.0
1085,20210415,80000,23496.0,24152.0,61726.0,27129.0,4595.0,143970.0
1086,20210415,90000,23231.0,24100.0,61306.0,26904.0,4578.0,142270.0
1087,20210415,100000,23143.0,24048.0,60955.0,26780.0,4565.0,141370.0
1088,20210415,110000,23379.0,23967.0,61085.0,26996.0,4605.0,142430.0
1089,20210415,120000,23471.0,24333.0,61198.0,27133.0,4629.0,143670.0
1090,20210415,130000,23366.0,24176.0,60760.0,26934.0,4610.0,143130.0
1091,20210415,140000,23521.0,24212.0,61064.0,26988.0,4619.0,143310.0
1092,20210415,150000,23504.0,24227.0,61049.0,26887.0,4594.0,142690.0
1093,20210415,160000,23717.0,24457.0,61120.0,27069.0,4613.0,144370.0
1094,20210415,170000,23621.0,24346.0,60904.0,26958.0,4595.0,144180.0
1095,20210415,180000,23670.0,24353.0,60928.0,27001.0,4611.0,144510.0
1096,20210415,190000,23734.0,24458.0,61144.0,27051.0,4618.0,144660.0
1097,20210415,200000,23691.0,24483.0,61048.0,27022.0,4627.0,144510.0
1098,20210415,210000,23713.0,24450.0,61113.0,27068.0,4626.0,144500.0
1099,20210415,220000,23715.0,24461.0,61134.0,27094.0,4630.0,144540.0
1100,20210415,230000,23719.0,24482.0,61107.0,27102.0,4625.0,144670.0
1101,20210416,0,23688.0,24523.0,61044.0,27078.0,4626.0,144600.0
1102,20210416,80000,23714.0,24547.0,61055.0,27129.0,4635.0,144530.0
1103,20210416,90000,23791.0,24675.0,61400.0,27296.0,4660.0,145950.0
1104,20210416,100000,23787.0,24667.0,61400.0,27292.0,4665.0,146100.0
1105,20210416,110000,23770.0,24550.0,61053.0,27172.0,4715.0,146290.0
1106,20210416,120000,23712.0,24688.0,61218.0,27326.0,4702.0,146490.0
1107,20210416,130000,23754.0,24784.0,61296.0,27387.0,4678.0,146370.0
1108,20210416,140000,23684.0,24798.0,61329.0,27431.0,4656.0,146420.0
1109,20210416,150000,23638.0,24797.0,61234.0,27378.0,4688.0,146360.0
1110,20210416,160000,23592.0,24751.0,61389.0,27476.0,4684.0,146390.0
1111,20210416,170000,23508.0,24681.0,60916.0,27504.0,4699.0,146060.0
1112,20210416,180000,23657.0,24854.0,61108.0,27644.0,4721.0,147110.0
1113,20210416,190000,23690.0,24824.0,61049.0,27624.0,4728.0,147160.0
1114,20210416,200000,23690.0,24818.0,61081.0,27574.0,4725.0,147090.0
1115,20210416,210000,23700.0,24820.0,61043.0,27538.0,4718.0,147080.0
1116,20210416,220000,23716.0,24815.0,61053.0,27586.0,4725.0,147150.0
1117,20210416,230000,23690.0,24845.0,61149.0,27570.0,4722.0,147120.0
1118,20210417,0,23711.0,24827.0,61137.0,27562.0,4737.0,147110.0
1119,20210419,80000,23631.0,24801.0,60981.0,27365.0,4714.0,146310.0
1120,20210419,90000,23690.0,24850.0,61265.0,27444.0,4725.0,146600.0
1121,20210419,100000,23664.0,24940.0,61189.0,27465.0,4737.0,146410.0
1122,20210419,110000,23442.0,24791.0,60868.0,27368.0,4705.0,145690.0
1123,20210419,120000,23515.0,24700.0,61100.0,27460.0,4694.0,146060.0
1124,20210419,130000,23398.0,24802.0,61000.0,27564.0,4677.0,146420.0
1125,20210419,140000,23352.0,24735.0,61080.0,27560.0,4672.0,146180.0
1126,20210419,150000,23307.0,24737.0,61276.0,27574.0,4649.0,146080.0
1127,20210419,160000,23256.0,24768.0,61242.0,27568.0,4658.0,146010.0
1128,20210419,170000,23367.0,24721.0,60910.0,27560.0,4657.0,145500.0
1129,20210419,180000,23222.0,24547.0,60433.0,27346.0,4643.0,144860.0
1130,20210419,190000,23268.0,24585.0,60382.0,27433.0,4650.0,144780.0
1131,20210419,200000,23248.0,24564.0,60489.0,27400.0,4654.0,144590.0
